YEAR,GEO,CATEGORY,TRADE,VALUE
2020-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Export,0.0
2020-01-01,Northwest Territories,Consumer goods,Export,86500.0
2020-01-01,Northwest Territories,Electronic and electrical equipment and parts,Export,48400.0
2020-01-01,Northwest Territories,Energy products,Export,0.0
2020-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Export,0.0
2020-01-01,Northwest Territories,Forestry products and building and packaging materials,Export,0.0
2020-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Export,0.0
2020-01-01,Northwest Territories,Metal and non-metallic mineral products,Export,256399.99999999997
2020-01-01,Northwest Territories,Metal ores and non-metallic minerals,Export,78500.0
2020-01-01,Northwest Territories,Motor vehicles and parts,Export,10900.0
2020-01-01,Northwest Territories,Special transactions trade,Export,243900.0
2020-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Export,41439700.0
2020-01-01,Nova Scotia,All sections,Export,3370172300.0
2020-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Export,178603200.0
2020-01-01,Nova Scotia,Consumer goods,Export,527546699.99999994
2020-01-01,Nova Scotia,Electronic and electrical equipment and parts,Export,94895700.0
2020-01-01,Nova Scotia,Energy products,Export,384800.0
2020-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Export,724734100.0
2020-01-01,Nova Scotia,Forestry products and building and packaging materials,Export,454829500.0
2020-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Export,79698200.0
2020-01-01,Nova Scotia,Metal and non-metallic mineral products,Export,84067100.0
2020-01-01,Nova Scotia,Metal ores and non-metallic minerals,Export,98098500.0
2020-01-01,Nova Scotia,Motor vehicles and parts,Export,1037758200.0
2020-01-01,Nova Scotia,Special transactions trade,Export,48116600.0
2020-01-01,Nunavut,Aircraft and other transportation equipment and parts,Export,0.0
2020-01-01,Nunavut,All sections,Export,346500.0
2020-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Export,0.0
2020-01-01,Nunavut,Consumer goods,Export,67600.0
2020-01-01,Nunavut,Electronic and electrical equipment and parts,Export,0.0
2020-01-01,Nunavut,Energy products,Export,0.0
2020-01-01,Nunavut,"Farm, fishing and intermediate food products",Export,0.0
2020-01-01,Nunavut,Forestry products and building and packaging materials,Export,0.0
2020-01-01,Nunavut,"Industrial machinery, equipment and parts",Export,0.0
2020-01-01,Nunavut,Metal and non-metallic mineral products,Export,0.0
2020-01-01,Nunavut,Metal ores and non-metallic minerals,Export,0.0
2020-01-01,Nunavut,Motor vehicles and parts,Export,44500.0
2020-01-01,Nunavut,Special transactions trade,Export,234400.0
2020-01-01,Ontario,Aircraft and other transportation equipment and parts,Export,2487179200.0
2020-01-01,Ontario,All sections,Export,143804867000.0
2020-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Export,10078248600.0
2020-01-01,Ontario,Consumer goods,Export,25098714100.0
2020-01-01,Ontario,Electronic and electrical equipment and parts,Export,6420834600.0
2020-01-01,Ontario,Energy products,Export,1250334400.0
2020-01-01,Ontario,"Farm, fishing and intermediate food products",Export,3903935400.0
2020-01-01,Ontario,Forestry products and building and packaging materials,Export,9445300800.0
2020-01-01,Ontario,"Industrial machinery, equipment and parts",Export,12559235700.0
2020-01-01,Ontario,Metal and non-metallic mineral products,Export,16985540399.999998
2020-01-01,Ontario,Metal ores and non-metallic minerals,Export,327187900.0
2020-01-01,Ontario,Motor vehicles and parts,Export,52788015400.0
2020-01-01,Ontario,Special transactions trade,Export,2460340500.0
2020-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Export,78709600.0
2020-01-01,Prince Edward Island,All sections,Export,1188531500.0
2020-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Export,13581600.0
2020-01-01,Prince Edward Island,Consumer goods,Export,564542300.0
2020-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Export,5230000.0
2020-01-01,Prince Edward Island,Energy products,Export,0.0
2020-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Export,307746300.0
2020-01-01,Prince Edward Island,Forestry products and building and packaging materials,Export,29462500.0
2020-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Export,23102300.0
2020-01-01,Prince Edward Island,Metal and non-metallic mineral products,Export,2057600.0
2020-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Export,3729300.0
2020-01-01,Prince Edward Island,Motor vehicles and parts,Export,12588100.0
2020-01-01,Prince Edward Island,Special transactions trade,Export,147781700.0
2020-01-01,Quebec,Aircraft and other transportation equipment and parts,Export,7419416800.0
2020-01-01,Quebec,All sections,Export,60111035800.0
2020-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Export,3893083300.0
2020-01-01,Quebec,Consumer goods,Export,10599540700.0
2020-01-01,Quebec,Electronic and electrical equipment and parts,Export,3225636800.0
2020-01-01,Quebec,Energy products,Export,2328582800.0
2020-01-01,Quebec,"Farm, fishing and intermediate food products",Export,1548401200.0
2020-01-01,Quebec,Forestry products and building and packaging materials,Export,10020820900.0
2020-01-01,Quebec,"Industrial machinery, equipment and parts",Export,4108637400.0
2020-01-01,Quebec,Metal and non-metallic mineral products,Export,12191332900.0
2020-01-01,Quebec,Metal ores and non-metallic minerals,Export,631210700.0
2020-01-01,Quebec,Motor vehicles and parts,Export,3226931200.0
2020-01-01,Quebec,Special transactions trade,Export,917441400.0
2020-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Export,2854900.0
2020-01-01,Saskatchewan,All sections,Export,13130449300.0
2020-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Export,193909000.0
2020-01-01,Saskatchewan,Consumer goods,Export,100261900.0
2020-01-01,Saskatchewan,Electronic and electrical equipment and parts,Export,94445200.0
2020-01-01,Saskatchewan,Energy products,Export,5253858000.0
2020-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Export,3260327100.0
2020-01-01,Saskatchewan,Forestry products and building and packaging materials,Export,463143500.0
2020-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Export,468656200.0
2020-01-01,Saskatchewan,Metal and non-metallic mineral products,Export,158370200.0
2020-01-01,Saskatchewan,Metal ores and non-metallic minerals,Export,2950880100.0
2020-01-01,Saskatchewan,Motor vehicles and parts,Export,115472200.0
2020-01-01,Saskatchewan,Special transactions trade,Export,68270900.0
2020-01-01,Yukon,Aircraft and other transportation equipment and parts,Export,100000.0
2020-01-01,Yukon,All sections,Export,70056100.0
2020-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Export,1500.0
2020-01-01,Yukon,Consumer goods,Export,110500.0
2020-01-01,Yukon,Electronic and electrical equipment and parts,Export,407400.0
2020-01-01,Yukon,Energy products,Export,34400.0
2020-01-01,Yukon,"Farm, fishing and intermediate food products",Export,3200.0
2020-01-01,Yukon,Forestry products and building and packaging materials,Export,1274600.0
2020-01-01,Yukon,"Industrial machinery, equipment and parts",Export,385200.0
2020-01-01,Yukon,Metal and non-metallic mineral products,Export,6398200.0
2020-01-01,Yukon,Metal ores and non-metallic minerals,Export,61199300.0
2020-01-01,Yukon,Motor vehicles and parts,Export,4700.0
2020-01-01,Yukon,Special transactions trade,Export,137100.0
2021-01-01,Alberta,Aircraft and other transportation equipment and parts,Export,377395800.0
2021-01-01,Alberta,All sections,Export,122641400400.0
2021-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Export,8678342900.0
2021-01-01,Alberta,Consumer goods,Export,3748856000.0
2021-01-01,Alberta,Electronic and electrical equipment and parts,Export,643250000.0
2021-01-01,Alberta,Energy products,Export,97643851000.0
2021-01-01,Alberta,"Farm, fishing and intermediate food products",Export,2630067100.0
2021-01-01,Alberta,Forestry products and building and packaging materials,Export,5216558800.0
2021-01-01,Alberta,"Industrial machinery, equipment and parts",Export,1976505300.0
2021-01-01,Alberta,Metal and non-metallic mineral products,Export,710961000.0
2021-01-01,Alberta,Metal ores and non-metallic minerals,Export,338333400.0
2021-01-01,Alberta,Motor vehicles and parts,Export,326544200.0
2021-01-01,Alberta,Special transactions trade,Export,350734900.0
2021-01-01,British Columbia,Aircraft and other transportation equipment and parts,Export,297552600.0
2021-01-01,British Columbia,All sections,Export,29878240500.0
2021-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Export,715778000.0
2021-01-01,British Columbia,Consumer goods,Export,3091101500.0
2021-01-01,British Columbia,Electronic and electrical equipment and parts,Export,1152071600.0
2021-01-01,British Columbia,Energy products,Export,7193450200.0
2021-01-01,British Columbia,"Farm, fishing and intermediate food products",Export,1870770400.0
2021-01-01,British Columbia,Forestry products and building and packaging materials,Export,10538531600.0
2021-01-01,British Columbia,"Industrial machinery, equipment and parts",Export,1511244600.0
2021-01-01,British Columbia,Metal and non-metallic mineral products,Export,2663332300.0
2021-01-01,British Columbia,Metal ores and non-metallic minerals,Export,135191000.0
2021-01-01,British Columbia,Motor vehicles and parts,Export,439148300.0
2021-01-01,British Columbia,Special transactions trade,Export,270068300.0
2021-01-01,Canada,Aircraft and other transportation equipment and parts,Export,9843865700.0
2021-01-01,Canada,All sections,Export,434133030800.0
2021-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Export,32853792800.0
2021-01-01,Canada,Consumer goods,Export,51698996200.0
2021-01-01,Canada,Electronic and electrical equipment and parts,Export,12575780900.0
2021-01-01,Canada,Energy products,Export,130102381500.0
2021-01-01,Canada,"Farm, fishing and intermediate food products",Export,21586526900.0
2021-01-01,Canada,Forestry products and building and packaging materials,Export,43851062800.0
2021-01-01,Canada,"Industrial machinery, equipment and parts",Export,23659928700.0
2021-01-01,Canada,Metal and non-metallic mineral products,Export,44488690700.0
2021-01-01,Canada,Metal ores and non-metallic minerals,Export,6043072800.0
2021-01-01,Canada,Motor vehicles and parts,Export,53003456100.0
2021-01-01,Canada,Special transactions trade,Export,4425475700.0
2021-01-01,Manitoba,Aircraft and other transportation equipment and parts,Export,354812900.0
2021-01-01,Manitoba,All sections,Export,12320247800.0
2021-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Export,701451800.0
2021-01-01,Manitoba,Consumer goods,Export,3871162400.0
2021-01-01,Manitoba,Electronic and electrical equipment and parts,Export,245732000.0
2021-01-01,Manitoba,Energy products,Export,1012475700.0
2021-01-01,Manitoba,"Farm, fishing and intermediate food products",Export,2337459800.0
2021-01-01,Manitoba,Forestry products and building and packaging materials,Export,663657400.0
2021-01-01,Manitoba,"Industrial machinery, equipment and parts",Export,1391682200.0
2021-01-01,Manitoba,Metal and non-metallic mineral products,Export,587753300.0
2021-01-01,Manitoba,Metal ores and non-metallic minerals,Export,138984600.0
2021-01-01,Manitoba,Motor vehicles and parts,Export,682465400.0
2021-01-01,Manitoba,Special transactions trade,Export,332610200.0
2021-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Export,23754500.0
2021-01-01,New Brunswick,All sections,Export,13684108600.0
2021-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Export,4717245200.0
2021-01-01,New Brunswick,Consumer goods,Export,959966400.0
2021-01-01,New Brunswick,Electronic and electrical equipment and parts,Export,49921200.0
2021-01-01,New Brunswick,Energy products,Export,3799514600.0
2021-01-01,New Brunswick,"Farm, fishing and intermediate food products",Export,1619021600.0
2021-01-01,New Brunswick,Forestry products and building and packaging materials,Export,2112443400.0
2021-01-01,New Brunswick,"Industrial machinery, equipment and parts",Export,141824100.0
2021-01-01,New Brunswick,Metal and non-metallic mineral products,Export,31929400.0
2021-01-01,New Brunswick,Metal ores and non-metallic minerals,Export,122484000.0
2021-01-01,New Brunswick,Motor vehicles and parts,Export,44440600.0
2021-01-01,New Brunswick,Special transactions trade,Export,61563600.0
2021-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Export,8306200.000000001
2021-01-01,Newfoundland and Labrador,All sections,Export,6783886300.0
2021-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Export,279000.0
2021-01-01,Newfoundland and Labrador,Consumer goods,Export,89876700.0
2021-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Export,7778800.0
2021-01-01,Newfoundland and Labrador,Energy products,Export,5318104300.0
2021-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Export,859020800.0
2021-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Export,89845600.0
2021-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Export,2899700.0
