YEAR,GEO,CATEGORY,TRADE,VALUE
2020-01-01,British Columbia,Aircraft and other transportation equipment and parts,Import,675670200.0
2020-01-01,British Columbia,All sections,Import,18999578100.0
2020-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Import,1118785600.0
2020-01-01,British Columbia,Consumer goods,Import,3854798900.0
2020-01-01,British Columbia,Electronic and electrical equipment and parts,Import,1167445300.0
2020-01-01,British Columbia,Energy products,Import,1422872800.0
2020-01-01,British Columbia,"Farm, fishing and intermediate food products",Import,2119682600.0
2020-01-01,British Columbia,Forestry products and building and packaging materials,Import,2474606400.0
2020-01-01,British Columbia,"Industrial machinery, equipment and parts",Import,2137609900.0
2020-01-01,British Columbia,Metal and non-metallic mineral products,Import,1165301800.0
2020-01-01,British Columbia,Metal ores and non-metallic minerals,Import,666204400.0
2020-01-01,British Columbia,Motor vehicles and parts,Import,1864940600.0
2020-01-01,British Columbia,Special transactions trade,Import,331659700.0
2020-01-01,Canada,Aircraft and other transportation equipment and parts,Import,9845843600.0
2020-01-01,Canada,All sections,Import,265212846000.0
2020-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Import,29186440500.0
2020-01-01,Canada,Consumer goods,Import,44097688500.0
2020-01-01,Canada,Electronic and electrical equipment and parts,Import,17933487300.0
2020-01-01,Canada,Energy products,Import,16568351900.0
2020-01-01,Canada,"Farm, fishing and intermediate food products",Import,11612028700.0
2020-01-01,Canada,Forestry products and building and packaging materials,Import,17686111600.0
2020-01-01,Canada,"Industrial machinery, equipment and parts",Import,28241482300.0
2020-01-01,Canada,Metal and non-metallic mineral products,Import,19857053600.0
2020-01-01,Canada,Metal ores and non-metallic minerals,Import,3518073800.0
2020-01-01,Canada,Motor vehicles and parts,Import,56315417200.0
2020-01-01,Canada,Special transactions trade,Import,10350867100.0
2020-01-01,Manitoba,Aircraft and other transportation equipment and parts,Import,1474033800.0
2020-01-01,Manitoba,All sections,Import,15354719500.0
2020-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Import,2404411900.0
2020-01-01,Manitoba,Consumer goods,Import,1978005400.0
2020-01-01,Manitoba,Electronic and electrical equipment and parts,Import,1003049100.0
2020-01-01,Manitoba,Energy products,Import,561996400.0
2020-01-01,Manitoba,"Farm, fishing and intermediate food products",Import,765430000.0
2020-01-01,Manitoba,Forestry products and building and packaging materials,Import,985149300.0
2020-01-01,Manitoba,"Industrial machinery, equipment and parts",Import,3374275900.0
2020-01-01,Manitoba,Metal and non-metallic mineral products,Import,807281700.0
2020-01-01,Manitoba,Metal ores and non-metallic minerals,Import,262911800.0
2020-01-01,Manitoba,Motor vehicles and parts,Import,1592262800.0
2020-01-01,Manitoba,Special transactions trade,Import,145911400.0
2020-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Import,42541200.0
2020-01-01,New Brunswick,All sections,Import,5229703000.0
2020-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Import,354407700.0
2020-01-01,New Brunswick,Consumer goods,Import,370286900.0
2020-01-01,New Brunswick,Electronic and electrical equipment and parts,Import,119035000.0
2020-01-01,New Brunswick,Energy products,Import,2913888100.0
2020-01-01,New Brunswick,"Farm, fishing and intermediate food products",Import,434325500.0
2020-01-01,New Brunswick,Forestry products and building and packaging materials,Import,341219100.0
2020-01-01,New Brunswick,"Industrial machinery, equipment and parts",Import,288919200.0
2020-01-01,New Brunswick,Metal and non-metallic mineral products,Import,145636800.0
2020-01-01,New Brunswick,Metal ores and non-metallic minerals,Import,4450000.0
2020-01-01,New Brunswick,Motor vehicles and parts,Import,187395200.0
2020-01-01,New Brunswick,Special transactions trade,Import,27598200.0
2020-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Import,2942700.0
2020-01-01,Newfoundland and Labrador,All sections,Import,1251764600.0
2020-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Import,2270400.0
2020-01-01,Newfoundland and Labrador,Consumer goods,Import,515299.99999999994
2020-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Import,2196900.0
2020-01-01,Newfoundland and Labrador,Energy products,Import,1228259000.0
2020-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Import,15700.0
2020-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Import,4956300.0
2020-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Import,6154700.0
2020-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Import,2743500.0
2020-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Import,55700.0
2020-01-01,Newfoundland and Labrador,Motor vehicles and parts,Import,238100.0
2020-01-01,Newfoundland and Labrador,Special transactions trade,Import,1416100.0
2020-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Import,0.0
2020-01-01,Northwest Territories,All sections,Import,10378600.0
2020-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Import,0.0
2020-01-01,Northwest Territories,Consumer goods,Import,1300.0
2020-01-01,Northwest Territories,Electronic and electrical equipment and parts,Import,0.0
2020-01-01,Northwest Territories,Energy products,Import,10376700.0
2020-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Import,0.0
2020-01-01,Northwest Territories,Forestry products and building and packaging materials,Import,0.0
2020-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Import,0.0
2020-01-01,Northwest Territories,Metal and non-metallic mineral products,Import,600.0
2020-01-01,Northwest Territories,Metal ores and non-metallic minerals,Import,0.0
2020-01-01,Northwest Territories,Motor vehicles and parts,Import,0.0
2020-01-01,Northwest Territories,Special transactions trade,Import,0.0
2020-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Import,222219500.0
2020-01-01,Nova Scotia,All sections,Import,602523600.0
2020-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Import,86480500.0
2020-01-01,Nova Scotia,Consumer goods,Import,19469600.0
2020-01-01,Nova Scotia,Electronic and electrical equipment and parts,Import,7505500.0
2020-01-01,Nova Scotia,Energy products,Import,209313400.0
2020-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Import,2796200.0
2020-01-01,Nova Scotia,Forestry products and building and packaging materials,Import,1525600.0
2020-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Import,38694200.0
2020-01-01,Nova Scotia,Metal and non-metallic mineral products,Import,2520700.0
2020-01-01,Nova Scotia,Metal ores and non-metallic minerals,Import,1252100.0
2020-01-01,Nova Scotia,Motor vehicles and parts,Import,2366000.0
2020-01-01,Nova Scotia,Special transactions trade,Import,8380400.0
2020-01-01,Nunavut,Aircraft and other transportation equipment and parts,Import,0.0
2020-01-01,Nunavut,All sections,Import,4500.0
2020-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Import,0.0
2020-01-01,Nunavut,Consumer goods,Import,0.0
2020-01-01,Nunavut,Electronic and electrical equipment and parts,Import,4100.0
2020-01-01,Nunavut,Energy products,Import,0.0
2020-01-01,Nunavut,"Farm, fishing and intermediate food products",Import,0.0
2020-01-01,Nunavut,Forestry products and building and packaging materials,Import,400.0
2020-01-01,Nunavut,"Industrial machinery, equipment and parts",Import,0.0
2020-01-01,Nunavut,Metal and non-metallic mineral products,Import,0.0
2020-01-01,Nunavut,Metal ores and non-metallic minerals,Import,0.0
2020-01-01,Nunavut,Motor vehicles and parts,Import,0.0
2020-01-01,Nunavut,Special transactions trade,Import,0.0
2020-01-01,Ontario,Aircraft and other transportation equipment and parts,Import,3448967000.0
2020-01-01,Ontario,All sections,Import,176854679700.0
2020-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Import,15942745800.0
2020-01-01,Ontario,Consumer goods,Import,32734013400.0
2020-01-01,Ontario,Electronic and electrical equipment and parts,Import,11677169800.0
2020-01-01,Ontario,Energy products,Import,4434755300.0
2020-01-01,Ontario,"Farm, fishing and intermediate food products",Import,6291889100.0
2020-01-01,Ontario,Forestry products and building and packaging materials,Import,11180045800.0
2020-01-01,Ontario,"Industrial machinery, equipment and parts",Import,16377323900.0
2020-01-01,Ontario,Metal and non-metallic mineral products,Import,15247412100.0
2020-01-01,Ontario,Metal ores and non-metallic minerals,Import,2328118900.0
2020-01-01,Ontario,Motor vehicles and parts,Import,48652631300.0
2020-01-01,Ontario,Special transactions trade,Import,8539607199.999999
2020-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Import,208000.0
2020-01-01,Prince Edward Island,All sections,Import,19985700.0
2020-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Import,13012800.0
2020-01-01,Prince Edward Island,Consumer goods,Import,1943900.0
2020-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Import,1022500.0
2020-01-01,Prince Edward Island,Energy products,Import,0.0
2020-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Import,9800.0
2020-01-01,Prince Edward Island,Forestry products and building and packaging materials,Import,1077700.0
2020-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Import,2370000.0
2020-01-01,Prince Edward Island,Metal and non-metallic mineral products,Import,201700.0
2020-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Import,2600.0
2020-01-01,Prince Edward Island,Motor vehicles and parts,Import,200.0
2020-01-01,Prince Edward Island,Special transactions trade,Import,136500.0
2020-01-01,Quebec,Aircraft and other transportation equipment and parts,Import,3454924600.0
2020-01-01,Quebec,All sections,Import,24154507200.0
2020-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Import,1674709400.0
2020-01-01,Quebec,Consumer goods,Import,2695722900.0
2020-01-01,Quebec,Electronic and electrical equipment and parts,Import,2588753000.0
2020-01-01,Quebec,Energy products,Import,4257698099.9999995
2020-01-01,Quebec,"Farm, fishing and intermediate food products",Import,501469200.0
2020-01-01,Quebec,Forestry products and building and packaging materials,Import,1787596000.0
2020-01-01,Quebec,"Industrial machinery, equipment and parts",Import,2009625000.0
2020-01-01,Quebec,Metal and non-metallic mineral products,Import,1602804800.0
2020-01-01,Quebec,Metal ores and non-metallic minerals,Import,130269200.0
2020-01-01,Quebec,Motor vehicles and parts,Import,2365893200.0
2020-01-01,Quebec,Special transactions trade,Import,1085041800.0
2020-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Import,189756800.0
2020-01-01,Saskatchewan,All sections,Import,8237779300.0
2020-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Import,1448097300.0
2020-01-01,Saskatchewan,Consumer goods,Import,749288000.0
2020-01-01,Saskatchewan,Electronic and electrical equipment and parts,Import,443438800.0
2020-01-01,Saskatchewan,Energy products,Import,1150367700.0
2020-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Import,323113000.0
2020-01-01,Saskatchewan,Forestry products and building and packaging materials,Import,312068500.0
2020-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Import,2270353100.0
2020-01-01,Saskatchewan,Metal and non-metallic mineral products,Import,376187900.0
2020-01-01,Saskatchewan,Metal ores and non-metallic minerals,Import,37959200.0
2020-01-01,Saskatchewan,Motor vehicles and parts,Import,918766600.0
2020-01-01,Saskatchewan,Special transactions trade,Import,18382400.0
2020-01-01,Yukon,Aircraft and other transportation equipment and parts,Import,337000.0
2020-01-01,Yukon,All sections,Import,43513500.0
2020-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Import,258200.0
2020-01-01,Yukon,Consumer goods,Import,1940300.0
2020-01-01,Yukon,Electronic and electrical equipment and parts,Import,3158600.0
2020-01-01,Yukon,Energy products,Import,461400.0
2020-01-01,Yukon,"Farm, fishing and intermediate food products",Import,23080000.0
2020-01-01,Yukon,Forestry products and building and packaging materials,Import,69100.0
2020-01-01,Yukon,"Industrial machinery, equipment and parts",Import,12289900.0
2020-01-01,Yukon,Metal and non-metallic mineral products,Import,351400.0
2020-01-01,Yukon,Metal ores and non-metallic minerals,Import,2400.0
2020-01-01,Yukon,Motor vehicles and parts,Import,1492500.0
2020-01-01,Yukon,Special transactions trade,Import,72900.0
2021-01-01,Alberta,Aircraft and other transportation equipment and parts,Import,961512900.0
2021-01-01,Alberta,All sections,Import,19374880200.0
2021-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Import,8802821500.0
2021-01-01,Alberta,Consumer goods,Import,1814674900.0
2021-01-01,Alberta,Electronic and electrical equipment and parts,Import,967632100.0
2021-01-01,Alberta,Energy products,Import,949270500.0
2021-01-01,Alberta,"Farm, fishing and intermediate food products",Import,1545632300.0
2021-01-01,Alberta,Forestry products and building and packaging materials,Import,644573100.0
2021-01-01,Alberta,"Industrial machinery, equipment and parts",Import,1861300000.0
2021-01-01,Alberta,Metal and non-metallic mineral products,Import,704971900.0
2021-01-01,Alberta,Metal ores and non-metallic minerals,Import,63496300.0
2021-01-01,Alberta,Motor vehicles and parts,Import,896268200.0
2021-01-01,Alberta,Special transactions trade,Import,162726500.0
2021-01-01,British Columbia,Aircraft and other transportation equipment and parts,Import,975437900.0
2021-01-01,British Columbia,All sections,Import,22453325700.0
2021-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Import,1338628900.0
2021-01-01,British Columbia,Consumer goods,Import,4071983900.0
2021-01-01,British Columbia,Electronic and electrical equipment and parts,Import,1263909900.0
2021-01-01,British Columbia,Energy products,Import,2206749200.0
2021-01-01,British Columbia,"Farm, fishing and intermediate food products",Import,2262360300.0
2021-01-01,British Columbia,Forestry products and building and packaging materials,Import,2782071400.0
2021-01-01,British Columbia,"Industrial machinery, equipment and parts",Import,2329109100.0
2021-01-01,British Columbia,Metal and non-metallic mineral products,Import,1373779900.0
2021-01-01,British Columbia,Metal ores and non-metallic minerals,Import,1058832899.9999999
2021-01-01,British Columbia,Motor vehicles and parts,Import,2412984400.0
2021-01-01,British Columbia,Special transactions trade,Import,377477800.0
2021-01-01,Canada,Aircraft and other transportation equipment and parts,Import,9659418300.0
2021-01-01,Canada,All sections,Import,299836809700.0
2021-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Import,36448725900.0
2021-01-01,Canada,Consumer goods,Import,48220815400.0
2021-01-01,Canada,Electronic and electrical equipment and parts,Import,17928023200.0
2021-01-01,Canada,Energy products,Import,20785072700.0
2021-01-01,Canada,"Farm, fishing and intermediate food products",Import,13334303300.0
2021-01-01,Canada,Forestry products and building and packaging materials,Import,19674760100.0
2021-01-01,Canada,"Industrial machinery, equipment and parts",Import,30650597300.0
2021-01-01,Canada,Metal and non-metallic mineral products,Import,24384987200.0
2021-01-01,Canada,Metal ores and non-metallic minerals,Import,4156904300.0
2021-01-01,Canada,Motor vehicles and parts,Import,61302953700.0
2021-01-01,Canada,Special transactions trade,Import,13290248200.0
2021-01-01,Manitoba,Aircraft and other transportation equipment and parts,Import,1189432300.0
2021-01-01,Manitoba,All sections,Import,17094598500.0
2021-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Import,3000992800.0
2021-01-01,Manitoba,Consumer goods,Import,2100745100.0
2021-01-01,Manitoba,Electronic and electrical equipment and parts,Import,1036294500.0
2021-01-01,Manitoba,Energy products,Import,403876900.0
2021-01-01,Manitoba,"Farm, fishing and intermediate food products",Import,975960800.0
2021-01-01,Manitoba,Forestry products and building and packaging materials,Import,1138794500.0
2021-01-01,Manitoba,"Industrial machinery, equipment and parts",Import,3787430900.0
2021-01-01,Manitoba,Metal and non-metallic mineral products,Import,1092053800.0
2021-01-01,Manitoba,Metal ores and non-metallic minerals,Import,415181200.0
2021-01-01,Manitoba,Motor vehicles and parts,Import,1792162400.0
2021-01-01,Manitoba,Special transactions trade,Import,161673200.0
2021-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Import,51008500.0
2021-01-01,New Brunswick,All sections,Import,6367817400.0
2021-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Import,414901000.0
2021-01-01,New Brunswick,Consumer goods,Import,416303500.0
2021-01-01,New Brunswick,Electronic and electrical equipment and parts,Import,109262300.0
2021-01-01,New Brunswick,Energy products,Import,3516788200.0
2021-01-01,New Brunswick,"Farm, fishing and intermediate food products",Import,726902800.0
2021-01-01,New Brunswick,Forestry products and building and packaging materials,Import,401955200.0
2021-01-01,New Brunswick,"Industrial machinery, equipment and parts",Import,298243800.0
2021-01-01,New Brunswick,Metal and non-metallic mineral products,Import,181547500.0
2021-01-01,New Brunswick,Metal ores and non-metallic minerals,Import,5784500.0
2021-01-01,New Brunswick,Motor vehicles and parts,Import,213424400.0
2021-01-01,New Brunswick,Special transactions trade,Import,31695500.0
2021-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Import,17662000.0
2021-01-01,Newfoundland and Labrador,All sections,Import,308353900.0
2021-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Import,243400.0
2021-01-01,Newfoundland and Labrador,Consumer goods,Import,276600.0
2021-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Import,1789800.0
2021-01-01,Newfoundland and Labrador,Energy products,Import,283067200.0
2021-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Import,54800.0
2021-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Import,107200.0
2021-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Import,1396000.0
2021-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Import,872300.0
2021-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Import,200.0
2021-01-01,Newfoundland and Labrador,Motor vehicles and parts,Import,369200.0
2021-01-01,Newfoundland and Labrador,Special transactions trade,Import,2515200.0
2021-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Import,45100.0
2021-01-01,Northwest Territories,All sections,Import,46600.0
2021-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Import,700.0
2021-01-01,Northwest Territories,Consumer goods,Import,100.0
2021-01-01,Northwest Territories,Electronic and electrical equipment and parts,Import,0.0
2021-01-01,Northwest Territories,Energy products,Import,0.0
2021-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Import,0.0
2021-01-01,Northwest Territories,Forestry products and building and packaging materials,Import,700.0
2021-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Import,0.0
2021-01-01,Northwest Territories,Metal and non-metallic mineral products,Import,0.0
2021-01-01,Northwest Territories,Metal ores and non-metallic minerals,Import,0.0
2021-01-01,Northwest Territories,Motor vehicles and parts,Import,0.0
2021-01-01,Northwest Territories,Special transactions trade,Import,0.0
2021-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Import,49857700.0
2021-01-01,Nova Scotia,All sections,Import,562087200.0
2021-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Import,75829300.0
2021-01-01,Nova Scotia,Consumer goods,Import,14162300.0
2021-01-01,Nova Scotia,Electronic and electrical equipment and parts,Import,8299299.999999999
2021-01-01,Nova Scotia,Energy products,Import,367517100.0
2021-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Import,2632900.0
2021-01-01,Nova Scotia,Forestry products and building and packaging materials,Import,946700.0
2021-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Import,35738300.0
2021-01-01,Nova Scotia,Metal and non-metallic mineral products,Import,1833000.0
2021-01-01,Nova Scotia,Metal ores and non-metallic minerals,Import,110700.0
2021-01-01,Nova Scotia,Motor vehicles and parts,Import,1955200.0
2021-01-01,Nova Scotia,Special transactions trade,Import,3204500.0
2021-01-01,Nunavut,Aircraft and other transportation equipment and parts,Import,144800.0
2021-01-01,Nunavut,All sections,Import,170900.0
2021-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Import,0.0
2021-01-01,Nunavut,Consumer goods,Import,26000.0
2021-01-01,Nunavut,Electronic and electrical equipment and parts,Import,0.0
2021-01-01,Nunavut,Energy products,Import,0.0
2021-01-01,Nunavut,"Farm, fishing and intermediate food products",Import,0.0
2021-01-01,Nunavut,Forestry products and building and packaging materials,Import,0.0
2021-01-01,Nunavut,"Industrial machinery, equipment and parts",Import,0.0
2021-01-01,Nunavut,Metal and non-metallic mineral products,Import,0.0
2021-01-01,Nunavut,Metal ores and non-metallic minerals,Import,0.0
2021-01-01,Nunavut,Motor vehicles and parts,Import,0.0
2021-01-01,Nunavut,Special transactions trade,Import,0.0
2021-01-01,Ontario,Aircraft and other transportation equipment and parts,Import,2926711500.0
2021-01-01,Ontario,All sections,Import,197972898400.0
2021-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Import,18968581500.0
2021-01-01,Ontario,Consumer goods,Import,35965891100.0
2021-01-01,Ontario,Electronic and electrical equipment and parts,Import,11787230100.0
2021-01-01,Ontario,Energy products,Import,6599790300.0
2021-01-01,Ontario,"Farm, fishing and intermediate food products",Import,6731773600.0
2021-01-01,Ontario,Forestry products and building and packaging materials,Import,12415292100.0
2021-01-01,Ontario,"Industrial machinery, equipment and parts",Import,17784421800.0
2021-01-01,Ontario,Metal and non-metallic mineral products,Import,18813156200.0
2021-01-01,Ontario,Metal ores and non-metallic minerals,Import,2481755300.0
2021-01-01,Ontario,Motor vehicles and parts,Import,52394141500.0
2021-01-01,Ontario,Special transactions trade,Import,11104153400.0
2021-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Import,139200.0
2021-01-01,Prince Edward Island,All sections,Import,30079700.0
2021-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Import,24801700.0
2021-01-01,Prince Edward Island,Consumer goods,Import,1704200.0
2021-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Import,649300.0
2021-01-01,Prince Edward Island,Energy products,Import,0.0
2021-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Import,108200.0
2021-01-01,Prince Edward Island,Forestry products and building and packaging materials,Import,1061900.0
2021-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Import,1325300.0
2021-01-01,Prince Edward Island,Metal and non-metallic mineral products,Import,130400.0
2021-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Import,0.0
2021-01-01,Prince Edward Island,Motor vehicles and parts,Import,8900.0
2021-01-01,Prince Edward Island,Special transactions trade,Import,150600.0
2021-01-01,Quebec,Aircraft and other transportation equipment and parts,Import,3303950600.0
2021-01-01,Quebec,All sections,Import,26761052300.0
2021-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Import,2164079900.0
2021-01-01,Quebec,Consumer goods,Import,3094108100.0
2021-01-01,Quebec,Electronic and electrical equipment and parts,Import,2327049700.0
2021-01-01,Quebec,Energy products,Import,6023276100.0
2021-01-01,Quebec,"Farm, fishing and intermediate food products",Import,481779200.0
2021-01-01,Quebec,Forestry products and building and packaging materials,Import,1908854900.0
2021-01-01,Quebec,"Industrial machinery, equipment and parts",Import,1879568600.0
2021-01-01,Quebec,Metal and non-metallic mineral products,Import,1685538400.0
2021-01-01,Quebec,Metal ores and non-metallic minerals,Import,110193700.0
2021-01-01,Quebec,Motor vehicles and parts,Import,2363140700.0
2021-01-01,Quebec,Special transactions trade,Import,1419512300.0
2021-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Import,181303200.0
2021-01-01,Saskatchewan,All sections,Import,8858866000.0
2021-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Import,1657707200.0
2021-01-01,Saskatchewan,Consumer goods,Import,739974500.0
2021-01-01,Saskatchewan,Electronic and electrical equipment and parts,Import,423101300.0
2021-01-01,Saskatchewan,Energy products,Import,433796500.0
2021-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Import,573373600.0
2021-01-01,Saskatchewan,Forestry products and building and packaging materials,Import,381053000.0
2021-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Import,2664506400.0
2021-01-01,Saskatchewan,Metal and non-metallic mineral products,Import,531071699.99999994
2021-01-01,Saskatchewan,Metal ores and non-metallic minerals,Import,21524000.0
2021-01-01,Saskatchewan,Motor vehicles and parts,Import,1224315400.0
2021-01-01,Saskatchewan,Special transactions trade,Import,27139300.0
2021-01-01,Yukon,Aircraft and other transportation equipment and parts,Import,2212400.0
2021-01-01,Yukon,All sections,Import,52632900.0
2021-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Import,138000.0
2021-01-01,Yukon,Consumer goods,Import,965000.0
2021-01-01,Yukon,Electronic and electrical equipment and parts,Import,2804900.0
2021-01-01,Yukon,Energy products,Import,940600.0
2021-01-01,Yukon,"Farm, fishing and intermediate food products",Import,33724800.0
2021-01-01,Yukon,Forestry products and building and packaging materials,Import,49300.0
2021-01-01,Yukon,"Industrial machinery, equipment and parts",Import,7557100.0
2021-01-01,Yukon,Metal and non-metallic mineral products,Import,31900.0
2021-01-01,Yukon,Metal ores and non-metallic minerals,Import,25500.0
2021-01-01,Yukon,Motor vehicles and parts,Import,4183399.9999999995
2021-01-01,Yukon,Special transactions trade,Import,0.0
2022-01-01,Alberta,Aircraft and other transportation equipment and parts,Import,2141006299.9999998
2022-01-01,Alberta,All sections,Import,26380280400.0
2022-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Import,12105195000.0
2022-01-01,Alberta,Consumer goods,Import,1924844500.0
2022-01-01,Alberta,Electronic and electrical equipment and parts,Import,1236676600.0
2022-01-01,Alberta,Energy products,Import,1350336000.0
2022-01-01,Alberta,"Farm, fishing and intermediate food products",Import,1913629100.0
2022-01-01,Alberta,Forestry products and building and packaging materials,Import,779815500.0
2022-01-01,Alberta,"Industrial machinery, equipment and parts",Import,2349611300.0
2022-01-01,Alberta,Metal and non-metallic mineral products,Import,887900700.0
2022-01-01,Alberta,Metal ores and non-metallic minerals,Import,90175500.0
2022-01-01,Alberta,Motor vehicles and parts,Import,1481752000.0
2022-01-01,Alberta,Special transactions trade,Import,119337900.0
2022-01-01,British Columbia,Aircraft and other transportation equipment and parts,Import,923653200.0
2022-01-01,British Columbia,All sections,Import,26578408700.0
2022-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Import,1537637900.0
2022-01-01,British Columbia,Consumer goods,Import,4478109600.0
2022-01-01,British Columbia,Electronic and electrical equipment and parts,Import,1413916200.0
2022-01-01,British Columbia,Energy products,Import,3414939900.0
2022-01-01,British Columbia,"Farm, fishing and intermediate food products",Import,2557084700.0
2022-01-01,British Columbia,Forestry products and building and packaging materials,Import,3181339800.0
2022-01-01,British Columbia,"Industrial machinery, equipment and parts",Import,2806130800.0
2022-01-01,British Columbia,Metal and non-metallic mineral products,Import,1475764900.0
2022-01-01,British Columbia,Metal ores and non-metallic minerals,Import,1100499600.0
2022-01-01,British Columbia,Motor vehicles and parts,Import,3342014600.0
2022-01-01,British Columbia,Special transactions trade,Import,347317600.0
2022-01-01,Canada,Aircraft and other transportation equipment and parts,Import,13247755300.0
2022-01-01,Canada,All sections,Import,366428160800.0
2022-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Import,46182011900.0
2022-01-01,Canada,Consumer goods,Import,52377053500.0
2022-01-01,Canada,Electronic and electrical equipment and parts,Import,20792218800.0
2022-01-01,Canada,Energy products,Import,35117941700.0
2022-01-01,Canada,"Farm, fishing and intermediate food products",Import,15322270000.0
2022-01-01,Canada,Forestry products and building and packaging materials,Import,23067362300.0
2022-01-01,Canada,"Industrial machinery, equipment and parts",Import,37658564900.0
2022-01-01,Canada,Metal and non-metallic mineral products,Import,27301691800.0
2022-01-01,Canada,Metal ores and non-metallic minerals,Import,5299967600.0
2022-01-01,Canada,Motor vehicles and parts,Import,75945983900.0
2022-01-01,Canada,Special transactions trade,Import,14115339000.0
2022-01-01,Manitoba,Aircraft and other transportation equipment and parts,Import,1557429400.0
2022-01-01,Manitoba,All sections,Import,21464455300.0
2022-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Import,4038523400.0
2022-01-01,Manitoba,Consumer goods,Import,2366785600.0
2022-01-01,Manitoba,Electronic and electrical equipment and parts,Import,1307367500.0
2022-01-01,Manitoba,Energy products,Import,555726100.0
